ID,Issues Detected,Function Name,Demangled Name,Process,Device Name,Grid Size,Block Size,Cycles [cycle],Duration [msecond],Compute Throughput [%],Memory Throughput [%],# Registers [register/thread]
1097,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   25,    1","  512,    1,    1","69,289",0.05,33.01,62.40,33
1098,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,083",0.00,0.01,1.51,20
1099,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1664,    1,    1","  512,    1,    1","94,394",0.07,34.52,40.77,38
1100,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"10192,    1,    1","   64,    1,    1","46,411",0.04,5.20,81.19,20
1101,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","3,603",0.00,0.06,0.31,38
1102,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    2,    1","  128,    1,    1","257,987",0.19,31.73,14.14,128
1103,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,178",0.00,0.01,0.84,20
1104,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","13,082",0.01,19.60,18.29,38
1105,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","5,184",0.00,3.58,32.35,20
1106,11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,  128,    1","  256,    1,    1","12,673",0.01,28.33,45.34,128
1107,7,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,    4,    1","   32,    8,    1","5,048",0.00,4.86,11.57,64
1108,12,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,    1,   36","   64,    1,    1","43,038",0.03,20.51,14.36,126
1109,12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   32,    1","  256,    1,    1","6,968",0.01,13.86,17.69,80
1110,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   26,    1","  512,    1,    1","70,758",0.05,33.19,54.92,33
1111,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,180",0.00,0.01,0.35,20
1112,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1696,    1,    1","  512,    1,    1","95,977",0.07,34.58,40.96,38
1113,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"10388,    1,    1","   64,    1,    1","47,438",0.04,5.19,92.20,20
1114,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","3,610",0.00,0.06,0.30,38
1115,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    2,    1","  128,    1,    1","262,462",0.19,31.77,14.15,128
1116,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,074",0.00,0.01,0.35,20
1117,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","13,048",0.01,19.66,18.35,38
1118,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","5,094",0.00,3.64,32.89,20
1119,11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,  128,    1","  256,    1,    1","12,536",0.01,28.59,28.59,128
1120,7,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,    4,    1","   32,    8,    1","5,077",0.00,4.83,15.84,64
1121,12,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,    1,   36","   64,    1,    1","42,911",0.03,20.56,14.39,126
1122,12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   32,    1","  256,    1,    1","7,023",0.01,13.75,17.60,80
1123,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   27,    1","  512,    1,    1","72,719",0.06,33.08,54.90,33
1124,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,099",0.00,0.01,0.34,20
1125,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1728,    1,    1","  512,    1,    1","96,907",0.07,34.90,41.53,38
1126,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"10584,    1,    1","   64,    1,    1","47,748",0.04,5.26,82.31,20
1127,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","4,255",0.00,0.05,1.33,38
1128,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    2,    1","  128,    1,    1","267,347",0.20,31.77,14.15,128
1129,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,084",0.00,0.01,0.35,20
1130,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","13,047",0.01,19.68,18.36,38
1131,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","5,180",0.01,3.58,32.46,20
1132,11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,  128,    1","  256,    1,    1","12,384",0.01,28.95,28.95,128
1133,7,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,    4,    1","   32,    8,    1","5,068",0.00,4.84,11.52,64
1134,12,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,    1,   36","   64,    1,    1","43,343",0.03,20.36,14.25,126
1135,12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   32,    1","  256,    1,    1","8,995",0.01,10.73,13.72,80
1136,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   28,    1","  512,    1,    1","73,948",0.06,33.39,54.97,33
1137,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,164",0.00,0.01,0.84,20
1138,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1760,    1,    1","  512,    1,    1","100,519",0.08,34.27,41.21,38
1139,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"10780,    1,    1","   64,    1,    1","49,094",0.04,5.20,81.86,20
1140,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","3,587",0.00,0.06,0.31,38
1141,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    2,    1","  128,    1,    1","272,161",0.20,31.82,14.17,128
1142,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,092",0.00,0.01,0.35,20
1143,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","13,264",0.01,19.34,18.05,38
1144,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  784,    1,    1","   64,    1,    1","5,186",0.00,3.58,32.35,20
1145,11,winogradForwardData4x4,"void cudnn::winograd_nonfused::winogradForwardData4x4<float, float>(cudnn::winograd_nonfused::WinogradDataParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,  128,    1","  256,    1,    1","12,495",0.01,28.72,46.02,128
1146,7,winogradForwardFilter4x4,"void cudnn::winograd_nonfused::winogradForwardFilter4x4<float, float>(cudnn::winograd_nonfused::WinogradFilterParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    4,    4,    1","   32,    8,    1","5,227",0.00,4.70,11.19,64
1147,12,volta_sgemm_64x64_nn,volta_sgemm_64x64_nn,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,    1,   36","   64,    1,    1","43,059",0.03,20.50,14.34,126
1148,12,winogradForwardOutput4x4,"void cudnn::winograd_nonfused::winogradForwardOutput4x4<float, float>(cudnn::winograd_nonfused::WinogradOutputParams<T1, T2>)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    2,   32,    1","  256,    1,    1","7,030",0.01,13.73,17.43,80
1149,7,CatArrayBatchedCopy,"void at::native::<unnamed>::CatArrayBatchedCopy<float, unsigned int, (int)4, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  108,   29,    1","  512,    1,    1","81,421",0.06,31.04,50.96,33
1150,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","3,113",0.00,0.01,0.34,20
1151,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti," 1792,    1,    1","  512,    1,    1","104,986",0.08,33.43,39.85,38
1152,7,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::threshold_kernel_impl<float>(at::TensorIterator &, T1, T1)::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"10976,    1,    1","   64,    1,    1","50,179",0.04,5.18,81.81,20
1153,11,computeOffsetsKernel,cask_cudnn::computeOffsetsKernel(cask_cudnn::ComputeOffsetsParams),[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","  256,    1,    1","3,594",0.00,0.06,0.31,38
1154,13,volta_scudnn_128x64_relu_interior_nn_v1,volta_scudnn_128x64_relu_interior_nn_v1,[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"   13,    2,    1","  128,    1,    1","282,313",0.21,31.24,13.91,128
1155,11,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<at::native::AddFunctor<long>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"    1,    1,    1","   64,    1,    1","4,989",0.00,0.00,0.22,20
1156,11,bn_fw_tr_1C11_singleread,"void cudnn::bn_fw_tr_1C11_singleread<float, (int)512, (bool)1, (int)1, (int)2, (int)0>(cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, const float *, const float *, float, float, float *, float *, float *, float *, float, float, cudnn::reduced_divisor, int, cudnn::reduced_divisor, cudnn::bnFwPersistentState *, int, float, float, float, int, float, float, cudnnStatus_t *, bool)",[32248] python3.8,NVIDIA GeForce RTX 2080 Ti,"  128,    1,    1","  512,    1,    1","12,986",0.01,19.76,18.44,38
